Exterior1st,Neighborhood,MSSubClass,OverallQual,GarageFinish,BsmtQual,HeatingQC,TotRmsAbvGrd,GarageCars,FullBath,Dure_house,Dure_garage,SalePrice
0.1481164383561644,147408.20441988952,20.0,5.0,2.0,3.0,2.0,0.24999999999999997,0.25,0.3333333333333333,0.8852459016393444,1.0,145000.0
0.3595890410958904,196540.64615384614,60.0,6.0,2.0,4.0,3.0,0.41666666666666663,0.5,0.6666666666666666,0.26229508196721313,1.0,178000.0
0.1481164383561644,127908.85057471265,30.0,5.0,0.0,2.0,3.0,0.16666666666666666,0.0,0.3333333333333333,0.9672131147540984,0.0,85000.0
0.1464041095890411,144823.04761904763,50.0,5.0,1.0,4.0,4.0,0.41666666666666663,0.25,0.3333333333333333,0.9508196721311476,1.0,175000.0
0.03424657534246575,144823.04761904763,50.0,5.0,1.0,3.0,2.0,0.33333333333333337,0.25,0.6666666666666666,1.0,1.0,127000.0
0.3595890410958904,201112.00869565218,20.0,5.0,1.0,3.0,2.0,0.24999999999999997,0.5,0.3333333333333333,0.5737704918032788,1.0,149900.0
0.3595890410958904,196540.64615384614,60.0,6.0,3.0,4.0,4.0,0.33333333333333337,0.5,0.6666666666666666,0.0819672131147541,1.0,174000.0
0.3595890410958904,106623.07692307692,50.0,4.0,1.0,3.0,3.0,0.41666666666666663,0.25,0.3333333333333333,0.06557377049180328,1.0,125500.0
0.1481164383561644,189500.07575757575,20.0,6.0,3.0,4.0,2.0,0.41666666666666663,0.5,0.6666666666666666,0.459016393442623,1.0,175500.0
0.038527397260273974,226403.79710144928,20.0,8.0,3.0,4.0,4.0,0.41666666666666663,0.5,0.6666666666666666,0.01639344262295082,1.0,225000.0
0.3595890410958904,136867.8103448276,85.0,6.0,1.0,3.0,3.0,0.33333333333333337,0.25,0.3333333333333333,0.6885245901639345,1.0,129000.0
0.3595890410958904,147408.20441988952,80.0,5.0,2.0,3.0,2.0,0.33333333333333337,0.5,0.3333333333333333,0.6721311475409837,1.0,159950.0
0.06934931506849315,189500.07575757575,20.0,7.0,2.0,4.0,2.0,0.41666666666666663,0.5,0.6666666666666666,0.5245901639344263,1.0,157000.0
0.1506849315068493,147408.20441988952,60.0,7.0,1.0,3.0,2.0,0.41666666666666663,0.5,0.6666666666666666,0.3278688524590164,1.0,205000.0
0.1506849315068493,189500.07575757575,20.0,7.0,1.0,3.0,2.0,0.33333333333333337,0.5,0.3333333333333333,0.6229508196721312,1.0,140000.0
0.3595890410958904,196540.64615384614,60.0,6.0,2.0,4.0,4.0,0.5,0.5,0.6666666666666666,0.13114754098360656,1.0,200000.0
0.1464041095890411,211587.20454545456,20.0,6.0,1.0,4.0,2.0,0.41666666666666663,0.5,0.6666666666666666,0.9016393442622952,1.0,217000.0
0.1481164383561644,132886.9010989011,20.0,5.0,2.0,3.0,2.0,0.16666666666666666,0.5,0.3333333333333333,0.22950819672131148,1.0,125000.0
0.1506849315068493,127908.85057471265,60.0,6.0,3.0,3.0,2.0,0.33333333333333337,0.5,0.3333333333333333,0.5409836065573771,1.0,159500.0
0.3595890410958904,236141.5357142857,20.0,6.0,3.0,4.0,2.0,0.41666666666666663,0.5,0.6666666666666666,0.3770491803278689,1.0,184000.0
0.1464041095890411,211587.20454545456,45.0,5.0,1.0,3.0,1.0,0.24999999999999997,0.25,0.3333333333333333,0.9508196721311476,1.0,96500.0
0.1481164383561644,147408.20441988952,90.0,5.0,1.0,3.0,2.0,0.8333333333333334,1.0,0.6666666666666666,0.6721311475409837,1.0,200000.0
0.1481164383561644,122640.0,50.0,5.0,1.0,3.0,4.0,0.5,0.25,0.3333333333333333,0.9344262295081968,1.0,149000.0
0.3595890410958904,196540.64615384614,60.0,6.0,3.0,4.0,4.0,0.5,0.5,0.6666666666666666,0.01639344262295082,1.0,178900.0
0.3595890410958904,180457.5909090909,20.0,7.0,2.0,4.0,4.0,0.24999999999999997,0.5,0.6666666666666666,0.11475409836065574,1.0,184900.0
0.1481164383561644,226403.79710144928,160.0,7.0,2.0,4.0,4.0,0.24999999999999997,0.5,0.6666666666666666,0.01639344262295082,1.0,164700.0
0.03424657534246575,211587.20454545456,20.0,7.0,3.0,4.0,2.0,0.41666666666666663,0.5,0.6666666666666666,0.14754098360655737,1.0,335000.0
0.01797945205479452,147408.20441988952,90.0,3.0,1.0,0.0,1.0,0.33333333333333337,0.5,0.6666666666666666,0.9344262295081968,1.0,87500.0
0.3595890410958904,312157.0983606557,20.0,7.0,2.0,4.0,4.0,0.41666666666666663,0.5,0.6666666666666666,0.01639344262295082,1.0,233170.0
0.1506849315068493,136867.8103448276,20.0,5.0,1.0,3.0,3.0,0.33333333333333337,0.25,0.3333333333333333,0.04918032786885246,1.0,149350.0
0.1506849315068493,147408.20441988952,40.0,5.0,1.0,3.0,3.0,0.33333333333333337,0.25,0.3333333333333333,0.9836065573770493,1.0,133000.0
0.01797945205479452,127908.85057471265,30.0,5.0,0.0,3.0,2.0,0.24999999999999997,0.0,0.3333333333333333,0.9672131147540984,0.0,98000.0
0.06934931506849315,189500.07575757575,20.0,6.0,1.0,4.0,2.0,0.41666666666666663,0.5,0.6666666666666666,0.4426229508196722,1.0,207500.0
